"","Date","X1","Player","#","Nation","Pos","Min","Tkl","TklW","Def 3rd","Mid 3rd","Att 3rd","Tkl.1","Att","Tkl%","Past","Press","Succ","%","Def 3rd.1","Mid 3rd.1","Att 3rd.1","Blocks","Sh","ShSv","Pass","Int","Clr","Err","Team","Opponent","X32","game_week"
"4619","12/8/19",4372,"Ruben Neves",8,"pt POR","DM",90,1,0,0,1,0,0,2,0,2,24,3,12.5,5,18,1,0,0,0,0,1,1,0,"Wolves","Brighton",NA,16
"4620","12/8/19",4369,"Adama Traore",37,"es ESP","AM",89,4,2,1,2,1,1,2,50,1,14,4,28.6,2,6,6,0,0,0,0,0,1,0,"Wolves","Brighton",NA,16
"4621","12/8/19",4374,"Matt Doherty",2,"ie IRL","WB",90,1,1,1,0,0,0,0,NA,0,12,4,33.3,8,2,2,1,0,0,1,1,0,0,"Wolves","Brighton",NA,16
"4622","12/8/19",4375,"Romain Saiss",27,"ma MAR","CB",90,0,0,0,0,0,0,0,NA,0,7,1,14.3,3,4,0,3,2,0,1,3,2,0,"Wolves","Brighton",NA,16
"4623","12/8/19",4376,"Conor Coady",16,"eng ENG","CB",90,1,1,1,0,0,0,1,0,1,6,2,33.3,5,1,0,2,0,0,2,0,0,0,"Wolves","Brighton",NA,16
"4624","12/8/19",4373,"Jonny",19,"es ESP","WB",90,1,1,1,0,0,1,1,100,0,31,9,29,19,11,1,6,2,0,4,1,0,1,"Wolves","Brighton",NA,16
"4625","12/8/19",4377,"Leander Dendoncker",32,"be BEL","CB",90,2,1,2,0,0,0,0,NA,0,12,5,41.7,7,4,1,2,0,0,2,3,3,0,"Wolves","Brighton",NA,16
"4626","12/9/19",4380,"Felipe Anderson",8,"br BRA","AM",69,0,0,0,0,0,0,1,0,1,21,3,14.3,5,6,10,2,0,0,2,1,1,0,"West Ham","Arsenal",NA,16
"4627","12/9/19",4381,"Sebastien Haller",22,"fr FRA","AM",21,0,0,0,0,0,0,1,0,1,13,2,15.4,0,9,4,1,0,0,1,0,0,0,"West Ham","Arsenal",NA,16
"4628","12/9/19",4382,"Pablo Fornals",18,"es ESP","CM",90,3,2,1,2,0,2,6,33.3,4,47,6,12.8,3,27,17,3,0,0,3,0,0,0,"West Ham","Arsenal",NA,16
"4629","12/9/19",4379,"Michail Antonio",30,"eng ENG","FW",90,2,0,1,0,1,0,0,NA,0,34,5,14.7,1,14,19,2,0,0,2,0,1,0,"West Ham","Arsenal",NA,16
"4630","12/9/19",4393,"Pierre-Emerick Aubameyang",14,"ga GAB","FW",90,1,0,0,1,0,0,1,0,1,16,6,37.5,1,11,4,2,1,0,1,0,0,0,"Arsenal","West Ham",NA,16
"4631","12/9/19",4394,"Gabriel Martinelli",35,"br BRA","LW",90,3,1,3,0,0,1,1,100,0,30,5,16.7,15,10,5,2,1,0,1,0,0,0,"Arsenal","West Ham",NA,16
"4632","12/9/19",4395,"Nicolas Pepe",19,"ci CIV","RW",87,0,0,0,0,0,0,0,NA,0,15,5,33.3,5,7,3,2,0,0,2,1,0,0,"Arsenal","West Ham",NA,16
"4633","12/9/19",4383,"Robert Snodgrass",11,"sco SCO","CM",77,3,0,1,2,0,2,3,66.7,1,23,5,21.7,5,12,6,1,0,0,1,0,0,0,"West Ham","Arsenal",NA,16
"4634","12/9/19",4384,"Nathan Holland",37,"eng ENG","CM",13,1,0,1,0,0,0,0,NA,0,7,2,28.6,4,1,2,1,0,0,1,0,0,0,"West Ham","Arsenal",NA,16
"4635","12/9/19",4385,"Declan Rice",41,"eng ENG","DM",90,7,4,2,4,1,2,2,100,0,30,10,33.3,12,14,4,2,0,0,2,3,0,0,"West Ham","Arsenal",NA,16
"4636","12/9/19",4386,"Mark Noble",16,"eng ENG","DM",90,1,1,0,1,0,0,0,NA,0,19,4,21.1,3,11,5,2,0,0,2,3,0,0,"West Ham","Arsenal",NA,16
"4637","12/9/19",4387,"Aaron Cresswell",3,"eng ENG","LB",50,5,2,1,4,0,3,4,75,1,16,3,18.8,5,7,4,2,0,0,2,4,3,0,"West Ham","Arsenal",NA,16
"4638","12/9/19",4388,"Arthur Masuaku",26,"cd COD","LB",40,2,1,1,1,0,0,1,0,1,12,2,16.7,6,6,0,1,0,0,1,1,2,0,"West Ham","Arsenal",NA,16
"4639","12/9/19",4389,"Angelo Ogbonna",21,"it ITA","CB",90,0,0,0,0,0,0,1,0,1,10,2,20,7,2,1,2,0,0,2,3,3,0,"West Ham","Arsenal",NA,16
"4640","12/9/19",4390,"Fabian Balbuena",4,"py PAR","CB",90,1,0,1,0,0,0,1,0,1,6,2,33.3,6,0,0,3,2,0,1,3,6,0,"West Ham","Arsenal",NA,16
"4641","12/9/19",4391,"Ryan Fredericks",24,"eng ENG","RB",90,5,2,2,2,1,0,1,0,1,11,3,27.3,3,5,3,2,1,0,1,1,1,0,"West Ham","Arsenal",NA,16
"4642","12/9/19",4392,"David Martin",25,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"West Ham","Arsenal",NA,16
"4643","12/9/19",4405,"Ainsley Maitland-Niles",15,"eng ENG","RB",90,3,2,3,0,0,2,2,100,0,12,5,41.7,10,1,1,6,1,0,5,1,3,0,"Arsenal","West Ham",NA,16
"4644","12/9/19",4406,"Bernd Leno",1,"de GER","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Arsenal","West Ham",NA,16
"4645","12/9/19",4398,"Lucas Torreira",11,"uy URU","DM",90,1,0,1,0,0,0,0,NA,0,19,3,15.8,9,9,1,1,0,0,1,1,2,0,"Arsenal","West Ham",NA,16
"4646","12/9/19",4399,"Granit Xhaka",34,"ch SUI","DM",85,1,1,1,0,0,1,3,33.3,2,18,6,33.3,10,7,1,2,0,0,2,0,2,0,"Arsenal","West Ham",NA,16
"4647","12/9/19",4396,"Reiss Nelson",24,"eng ENG","RW",3,0,0,0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Arsenal","West Ham",NA,16
"4648","12/9/19",4397,"Mesut Ozil",10,"de GER","AM",90,0,0,0,0,0,0,1,0,1,8,2,25,1,5,2,0,0,0,0,0,0,0,"Arsenal","West Ham",NA,16
"4649","12/9/19",4402,"Sead Kolasinac",31,"ba BIH","LB",62,1,1,0,0,1,0,1,0,1,10,2,20,8,1,1,2,0,0,2,1,2,0,"Arsenal","West Ham",NA,16
"4650","12/9/19",4403,"Sokratis",5,"gr GRE","CB",90,0,0,0,0,0,0,0,NA,0,4,1,25,4,0,0,1,1,0,0,0,8,0,"Arsenal","West Ham",NA,16
"4651","12/9/19",4400,"Matteo Guendouzi",29,"fr FRA","DM",5,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,"Arsenal","West Ham",NA,16
"4652","12/9/19",4401,"Kieran Tierney",3,"sco SCO","LB",28,1,1,1,0,0,0,1,0,1,5,3,60,4,1,0,1,0,0,1,0,2,0,"Arsenal","West Ham",NA,16
"4653","12/9/19",4404,"Calum Chambers",21,"eng ENG","CB",90,1,1,1,0,0,1,1,100,0,8,4,50,7,1,0,1,1,0,0,3,4,0,"Arsenal","West Ham",NA,16
"4654","2/1/20",6608,"N'Golo Kante",7,"fr FRA","DM",90,4,2,3,1,0,1,1,100,0,35,13,37.1,15,13,7,4,1,0,3,4,4,0,"Chelsea","Leicester City",NA,25
"4655","2/1/20",6609,"Cesar Azpilicueta",28,"es ESP","LB",90,4,3,2,2,0,0,2,0,2,17,4,23.5,8,8,1,2,0,0,2,1,5,0,"Chelsea","Leicester City",NA,25
"4656","2/1/20",6610,"Antonio Rudiger",2,"de GER","CB",90,1,0,1,0,0,0,0,NA,0,5,0,0,4,1,0,5,2,0,3,1,5,0,"Chelsea","Leicester City",NA,25
"4657","2/1/20",6607,"Mateo Kovacic",17,"hr CRO","DM",17,2,2,1,1,0,0,0,NA,0,5,3,60,2,3,0,0,0,0,0,0,1,0,"Chelsea","Leicester City",NA,25
"4658","2/1/20",6616,"Harry Wilson",22,"wal WAL","RW",90,1,1,0,1,0,0,2,0,2,12,1,8.3,6,4,2,3,0,0,3,2,8,0,"Bournemouth","Aston Villa",NA,25
"4659","2/1/20",6617,"Philip Billing",29,"dk DEN","CM",90,7,5,4,2,1,2,3,66.7,1,23,3,13,7,10,6,2,0,0,2,1,12,0,"Bournemouth","Aston Villa",NA,25
"4660","2/1/20",6618,"Dan Gosling",4,"eng ENG","CM",90,6,3,3,1,2,3,4,75,1,13,5,38.5,5,3,5,4,1,0,3,0,5,0,"Bournemouth","Aston Villa",NA,25
"4661","2/1/20",6619,"Jefferson Lerma",8,"co COL","DM",50,2,2,0,2,0,2,3,66.7,1,10,4,40,4,5,1,1,0,0,1,0,2,0,"Bournemouth","Aston Villa",NA,25
"4662","2/1/20",6620,"Diego Rico",21,"es ESP","LB",90,0,0,0,0,0,0,2,0,2,12,3,25,5,6,1,5,0,0,5,8,10,0,"Bournemouth","Aston Villa",NA,25
"4663","2/1/20",6621,"Nathan Ake",5,"nl NED","CB",90,0,0,0,0,0,0,1,0,1,6,2,33.3,6,0,0,1,0,0,1,3,12,0,"Bournemouth","Aston Villa",NA,25
"4664","2/1/20",6622,"Simon Francis",2,"eng ENG","CB",90,1,1,1,0,0,0,1,0,1,12,5,41.7,10,2,0,2,2,0,0,6,14,0,"Bournemouth","Aston Villa",NA,25
"4665","2/1/20",6623,"Adam Smith",15,"eng ENG","RB",90,1,0,1,0,0,0,1,0,1,16,0,0,9,4,3,4,1,1,3,0,3,0,"Bournemouth","Aston Villa",NA,25
"4666","2/1/20",6611,"Andreas Christensen",4,"dk DEN","CB",90,1,0,1,0,0,0,0,NA,0,7,4,57.1,3,4,0,1,0,0,1,1,11,0,"Chelsea","Leicester City",NA,25
"4667","2/1/20",6612,"Reece James",24,"eng ENG","RB",90,1,1,0,1,0,0,0,NA,0,13,3,23.1,9,3,1,2,2,0,0,1,1,0,"Chelsea","Leicester City",NA,25
"4668","2/1/20",6613,"Willy Caballero",13,"ar ARG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,"Chelsea","Leicester City",NA,25
"4669","2/1/20",6614,"Callum Wilson",13,"eng ENG","FW",90,0,0,0,0,0,0,0,NA,0,14,3,21.4,0,5,9,1,0,0,1,0,1,0,"Bournemouth","Aston Villa",NA,25
"4670","2/1/20",6615,"Ryan Fraser",24,"sco SCO","LW",90,0,0,0,0,0,0,0,NA,0,9,2,22.2,5,2,2,2,0,0,2,1,0,0,"Bournemouth","Aston Villa",NA,25
"4671","2/1/20",6709,"Danny Ings",9,"eng ENG","FW",69,1,1,1,0,0,0,0,NA,0,28,7,25,5,10,13,1,0,0,1,0,2,0,"Southampton","Liverpool",NA,25
"4672","2/1/20",6710,"Che Adams",10,"eng ENG","FW",21,0,0,0,0,0,0,0,NA,0,4,1,25,0,1,3,0,0,0,0,0,0,0,"Southampton","Liverpool",NA,25
"4673","2/1/20",6711,"Shane Long",7,"ie IRL","FW",69,0,0,0,0,0,0,0,NA,0,16,5,31.3,1,3,12,1,1,0,0,0,0,0,"Southampton","Liverpool",NA,25
"4674","2/1/20",6712,"Michael Obafemi",20,"ie IRL","FW",21,0,0,0,0,0,0,0,NA,0,5,2,40,1,2,2,0,0,0,0,0,0,0,"Southampton","Liverpool",NA,25
"4675","2/1/20",6713,"Nathan Redmond",22,"eng ENG","CM",90,2,2,1,0,1,2,6,33.3,4,31,11,35.5,6,13,12,1,0,0,1,0,0,0,"Southampton","Liverpool",NA,25
"4676","2/1/20",6714,"Pierre-Emile Hojbjerg",23,"dk DEN","CM",90,1,1,0,1,0,0,1,0,1,21,8,38.1,4,12,5,5,0,0,5,1,2,0,"Southampton","Liverpool",NA,25
"4677","2/1/20",6715,"Oriol Romeu",14,"es ESP","CM",90,2,0,0,2,0,0,2,0,2,26,6,23.1,7,16,3,1,0,0,1,1,2,0,"Southampton","Liverpool",NA,25
"4678","2/1/20",6716,"Moussa Djenepo",12,"ml MLI","CM",81,1,0,0,1,0,0,0,NA,0,26,6,23.1,2,13,11,3,1,0,2,1,0,0,"Southampton","Liverpool",NA,25
"4679","2/1/20",6717,"Sofiane Boufal",19,"ma MAR","CM",9,0,0,0,0,0,0,0,NA,0,3,0,0,1,1,1,0,0,0,0,0,0,0,"Southampton","Liverpool",NA,25
"4680","2/1/20",6718,"Ryan Bertrand",21,"eng ENG","LB",90,3,2,2,0,1,1,1,100,0,11,5,45.5,7,2,2,0,0,0,0,1,1,0,"Southampton","Liverpool",NA,25
"4681","2/1/20",6719,"Jan Bednarek",35,"pl POL","CB",90,4,1,4,0,0,2,3,66.7,1,8,1,12.5,6,2,0,4,4,0,0,0,12,1,"Southampton","Liverpool",NA,25
"4682","2/1/20",6720,"Jack Stephens",5,"eng ENG","CB",90,2,2,1,1,0,1,3,33.3,2,9,3,33.3,6,3,0,1,1,0,0,1,4,0,"Southampton","Liverpool",NA,25
"4683","2/1/20",6721,"James Ward-Prowse",16,"eng ENG","RB",90,5,2,2,2,1,1,3,33.3,2,22,9,40.9,9,10,3,4,1,0,3,0,8,0,"Southampton","Liverpool",NA,25
"4684","2/1/20",6722,"Alex McCarthy",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Southampton","Liverpool",NA,25
"4685","2/1/20",6723,"Sebastien Haller",22,"fr FRA","FW",90,0,0,0,0,0,0,1,0,1,33,5,15.2,1,15,17,0,0,0,0,1,1,0,"West Ham","Brighton",NA,25
"4686","2/1/20",6724,"Michail Antonio",30,"eng ENG","CM",73,0,0,0,0,0,0,0,NA,0,5,2,40,2,2,1,0,0,0,0,2,1,0,"West Ham","Brighton",NA,25
"4687","2/1/20",6725,"Arthur Masuaku",26,"cd COD","CM,LW",17,0,0,0,0,0,0,0,NA,0,8,0,0,6,2,0,1,0,0,1,0,0,0,"West Ham","Brighton",NA,25
"4688","2/1/20",6726,"Mark Noble",16,"eng ENG","CM,DM",90,2,1,1,1,0,0,3,0,3,12,2,16.7,4,5,3,1,0,0,1,0,1,0,"West Ham","Brighton",NA,25
"4689","2/1/20",6727,"Tomas Soucek",28,"cz CZE","CM",84,5,2,2,3,0,0,0,NA,0,27,9,33.3,6,15,6,2,0,0,2,3,4,0,"West Ham","Brighton",NA,25
"4690","2/1/20",6728,"Pablo Fornals",18,"es ESP","RW",6,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,1,0,0,1,0,0,0,"West Ham","Brighton",NA,25
"4691","2/1/20",6729,"Robert Snodgrass",11,"sco SCO","CM",84,2,2,1,1,0,1,1,100,0,18,5,27.8,2,14,2,1,1,0,0,0,1,0,"West Ham","Brighton",NA,25
"4692","2/1/20",6730,"Manuel Lanzini",10,"ar ARG","AM,CM",6,0,0,0,0,0,0,0,NA,0,2,2,100,1,1,0,0,0,0,0,0,0,0,"West Ham","Brighton",NA,25
"4693","2/1/20",6731,"Declan Rice",41,"eng ENG","DM",90,4,4,2,2,0,3,4,75,1,18,7,38.9,7,11,0,1,0,0,1,1,2,0,"West Ham","Brighton",NA,25
"4694","2/1/20",6732,"Aaron Cresswell",3,"eng ENG","LB",90,0,0,0,0,0,0,1,0,1,9,2,22.2,6,3,0,3,0,0,3,1,6,0,"West Ham","Brighton",NA,25
"4695","2/1/20",6733,"Angelo Ogbonna",21,"it ITA","CB",90,2,1,2,0,0,0,1,0,1,11,2,18.2,10,0,1,0,0,0,0,2,5,0,"West Ham","Brighton",NA,25
"4696","2/1/20",6734,"Issa Diop",23,"fr FRA","CB",90,0,0,0,0,0,0,0,NA,0,6,0,0,3,3,0,2,2,0,0,4,8,1,"West Ham","Brighton",NA,25
"4697","2/1/20",6735,"Ryan Fredericks",24,"eng ENG","RB",90,4,2,2,1,1,0,0,NA,0,12,4,33.3,8,3,1,2,0,0,2,1,6,0,"West Ham","Brighton",NA,25
"4698","2/1/20",6736,"Åukasz FabiaÅski",1,"pl POL","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,"West Ham","Brighton",NA,25
"4699","2/1/20",6737,"Glenn Murray",17,"eng ENG","FW",90,2,1,0,2,0,0,0,NA,0,11,0,0,0,7,4,0,0,0,0,1,2,0,"Brighton","West Ham",NA,25
"4700","2/1/20",6738,"Leandro Trossard",11,"be BEL","LW",90,0,0,0,0,0,0,1,0,1,12,3,25,1,8,3,1,0,0,1,2,0,0,"Brighton","West Ham",NA,25
"4701","2/1/20",6739,"Pascal Gross",13,"de GER","RW",90,3,0,1,1,1,1,2,50,1,12,1,8.3,5,3,4,0,0,0,0,0,2,0,"Brighton","West Ham",NA,25
"4702","2/1/20",6740,"Aaron Mooy",18,"au AUS","AM",71,2,0,1,1,0,0,1,0,1,15,4,26.7,4,7,4,3,0,0,3,1,1,0,"Brighton","West Ham",NA,25
"4703","2/1/20",6741,"Solly March",20,"eng ENG","AM",19,1,1,0,1,0,0,0,NA,0,2,1,50,0,2,0,0,0,0,0,1,2,0,"Brighton","West Ham",NA,25
"4704","2/1/20",6742,"Dale Stephens",6,"eng ENG","DM",90,3,2,0,3,0,1,2,50,1,14,6,42.9,3,11,0,1,1,0,0,3,1,0,"Brighton","West Ham",NA,25
"4705","2/1/20",6743,"Davy Propper",24,"nl NED","DM",90,2,1,1,1,0,1,2,50,1,10,2,20,3,7,0,0,0,0,0,1,5,0,"Brighton","West Ham",NA,25
"4706","2/1/20",6744,"Bernardo",30,"br BRA","LB",90,5,3,4,0,1,2,3,66.7,1,8,4,50,4,3,1,1,1,0,0,0,4,0,"Brighton","West Ham",NA,25
"4707","2/1/20",6624,"Aaron Ramsdale",12,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,2,0,0,2,0,0,0,0,0,0,0,0,0,"Bournemouth","Aston Villa",NA,25
"4708","2/1/20",6625,"Mbwana Samatta",20,"tz TAN","FW",90,1,0,0,1,0,0,1,0,1,18,4,22.2,0,6,12,1,1,0,0,0,0,0,"Aston Villa","Bournemouth",NA,25
"4709","2/1/20",6626,"Jack Grealish",10,"eng ENG","LW",90,2,1,1,0,1,2,3,66.7,1,17,5,29.4,3,7,7,4,0,0,4,1,0,0,"Aston Villa","Bournemouth",NA,25
"4710","2/1/20",6627,"Anwar El Ghazi",21,"nl NED","RW",57,0,0,0,0,0,0,0,NA,0,11,2,18.2,1,2,8,1,0,0,1,0,0,0,"Aston Villa","Bournemouth",NA,25
"4711","2/1/20",6628,"Keinan Davis",39,"eng ENG","RW",33,0,0,0,0,0,0,0,NA,0,5,1,20,0,1,4,0,0,0,0,0,0,0,"Aston Villa","Bournemouth",NA,25
"4712","2/1/20",6629,"Douglas Luiz",6,"br BRA","CM",90,2,1,2,0,0,1,2,50,1,15,8,53.3,10,3,2,8,3,0,5,1,0,0,"Aston Villa","Bournemouth",NA,25
"4713","2/1/20",6630,"Marvelous Nakamba",11,"zw ZIM","CM",79,2,1,2,0,0,1,3,33.3,2,18,6,33.3,10,8,0,1,0,0,1,0,0,0,"Aston Villa","Bournemouth",NA,25
"4714","2/1/20",6631,"Trezeguet",17,"eg EGY","CM",11,0,0,0,0,0,0,0,NA,0,2,1,50,1,1,0,0,0,0,0,0,0,0,"Aston Villa","Bournemouth",NA,25
"4715","2/1/20",6632,"Matt Targett",18,"eng ENG","WB",90,2,0,2,0,0,1,3,33.3,2,13,2,15.4,8,3,2,2,0,0,2,2,3,0,"Aston Villa","Bournemouth",NA,25
"4716","2/1/20",6633,"Frederic Guilbert",24,"fr FRA","WB",90,1,0,0,1,0,1,1,100,0,19,8,42.1,9,7,3,1,0,0,1,1,2,0,"Aston Villa","Bournemouth",NA,25
"4717","2/1/20",6634,"Kortney Hause",30,"eng ENG","CB",90,3,2,2,1,0,1,3,33.3,2,19,9,47.4,13,4,2,4,2,0,2,1,5,0,"Aston Villa","Bournemouth",NA,25
"4718","2/1/20",6635,"Tyrone Mings",40,"eng ENG","CB",90,1,1,0,1,0,0,0,NA,0,4,3,75,3,1,0,0,0,0,0,0,8,0,"Aston Villa","Bournemouth",NA,25
"4719","2/1/20",6636,"Ezri Konsa Ngoyo",15,"eng ENG","CB",45,0,0,0,0,0,0,0,NA,0,5,3,60,2,2,1,1,0,0,1,1,2,0,"Aston Villa","Bournemouth",NA,25
"4720","2/1/20",6637,"Bjorn Engels",22,"be BEL","CB",45,0,0,0,0,0,0,0,NA,0,3,3,100,2,1,0,1,1,0,0,1,0,0,"Aston Villa","Bournemouth",NA,25
"4721","2/1/20",6638,"Pepe Reina",29,"es ESP","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Aston Villa","Bournemouth",NA,25
"4722","2/1/20",6639,"Christian Benteke",17,"be BEL","FW",76,0,0,0,0,0,0,0,NA,0,17,6,35.3,0,8,9,0,0,0,0,0,1,0,"Crystal Palace","Sheffield Utd",NA,25
"4723","2/1/20",6640,"Andros Townsend",10,"eng ENG","FW",14,0,0,0,0,0,0,0,NA,0,5,2,40,3,1,1,0,0,0,0,0,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4724","2/1/20",6641,"Wilfried Zaha",11,"ci CIV","CM",90,1,0,0,0,1,0,1,0,1,24,6,25,5,9,10,2,0,0,2,0,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4725","2/1/20",6642,"James McArthur",18,"sco SCO","CM",84,2,2,0,1,1,0,1,0,1,35,9,25.7,9,21,5,1,0,0,1,1,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4726","2/1/20",6643,"Cheikhou Kouyate",8,"sn SEN","CM",6,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4727","2/1/20",6644,"James McCarthy",22,"ie IRL","CM",79,2,0,2,0,0,0,2,0,2,19,5,26.3,7,6,6,3,0,0,3,2,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4728","2/1/20",6645,"Max Meyer",7,"de GER","CM",11,0,0,0,0,0,0,0,NA,0,2,0,0,1,1,0,0,0,0,0,0,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4729","2/1/20",6646,"Jordan Ayew",9,"gh GHA","CM",90,1,0,0,0,1,0,0,NA,0,22,6,27.3,6,7,9,0,0,0,0,0,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4730","2/1/20",6647,"Luka Milivojevic",4,"rs SRB","DM",90,2,2,1,1,0,0,2,0,2,30,6,20,12,16,2,0,0,0,0,0,1,0,"Crystal Palace","Sheffield Utd",NA,25
"4731","2/1/20",6648,"Patrick van Aanholt",3,"nl NED","LB",90,1,1,1,0,0,0,1,0,1,9,3,33.3,5,2,2,2,0,0,2,1,1,0,"Crystal Palace","Sheffield Utd",NA,25
"4732","2/1/20",6649,"Gary Cahill",24,"eng ENG","CB",90,0,0,0,0,0,0,0,NA,0,5,2,40,4,0,1,2,1,0,1,1,6,0,"Crystal Palace","Sheffield Utd",NA,25
"4733","2/1/20",6650,"James Tomkins",5,"eng ENG","CB",90,0,0,0,0,0,0,1,0,1,13,4,30.8,7,4,2,2,2,0,0,2,4,0,"Crystal Palace","Sheffield Utd",NA,25
"4734","2/1/20",6651,"Joel Ward",2,"eng ENG","RB",90,2,1,2,0,0,1,2,50,1,11,3,27.3,9,1,1,1,0,0,1,5,3,0,"Crystal Palace","Sheffield Utd",NA,25
"4735","2/1/20",6652,"Vicente Guaita",31,"es ESP","GK",90,0,0,0,0,0,0,0,NA,0,1,1,100,1,0,0,0,0,0,0,0,0,0,"Crystal Palace","Sheffield Utd",NA,25
"4736","2/1/20",6653,"Billy Sharp",10,"eng ENG","FW",63,1,1,1,0,0,0,0,NA,0,15,4,26.7,1,5,9,0,0,0,0,0,0,0,"Sheffield Utd","Crystal Palace",NA,25
"4737","2/1/20",6654,"Lys Mousset",22,"fr FRA","FW",27,1,0,0,1,0,0,0,NA,0,7,1,14.3,0,6,1,0,0,0,0,0,0,0,"Sheffield Utd","Crystal Palace",NA,25
"4738","2/1/20",6655,"Oliver McBurnie",9,"sco SCO","FW",89,2,2,1,1,0,0,1,0,1,35,6,17.1,5,14,16,1,0,0,1,1,2,0,"Sheffield Utd","Crystal Palace",NA,25
"4739","2/1/20",6656,"Ben Osborn",23,"eng ENG","FW",1,0,0,0,0,0,0,0,NA,0,2,1,50,1,1,0,1,0,0,1,0,0,0,"Sheffield Utd","Crystal Palace",NA,25
"4740","2/1/20",6657,"John Fleck",4,"sco SCO","CM",90,0,0,0,0,0,0,1,0,1,20,5,25,6,11,3,1,1,0,0,1,0,0,"Sheffield Utd","Crystal Palace",NA,25
"4741","2/1/20",6658,"Sander Berge",32,"no NOR","CM",67,5,3,2,3,0,0,1,0,1,35,9,25.7,6,23,6,2,0,0,2,2,0,0,"Sheffield Utd","Crystal Palace",NA,25
"4742","2/1/20",6659,"John Lundstram",7,"eng ENG","CM",23,0,0,0,0,0,0,0,NA,0,7,1,14.3,4,3,0,0,0,0,0,0,1,0,"Sheffield Utd","Crystal Palace",NA,25
"4743","2/1/20",6660,"Oliver Norwood",16,"nir NIR","DM",90,2,0,0,1,1,1,1,100,0,15,2,13.3,7,4,4,3,1,0,2,1,3,0,"Sheffield Utd","Crystal Palace",NA,25
"4744","2/1/20",6661,"Enda Stevens",3,"ie IRL","WB",90,0,0,0,0,0,0,0,NA,0,10,0,0,2,8,0,2,0,0,2,1,2,0,"Sheffield Utd","Crystal Palace",NA,25
"4745","2/1/20",6662,"George Baldock",2,"eng ENG","WB",90,2,0,1,1,0,0,0,NA,0,22,3,13.6,9,11,2,2,0,0,2,2,3,0,"Sheffield Utd","Crystal Palace",NA,25
"4746","2/1/20",6663,"Jack O'Connell",5,"eng ENG","CB",90,0,0,0,0,0,0,0,NA,0,9,3,33.3,7,2,0,3,0,0,3,0,8,0,"Sheffield Utd","Crystal Palace",NA,25
"4747","2/1/20",6664,"John Egan",12,"ie IRL","CB",90,1,1,1,0,0,0,0,NA,0,7,4,57.1,4,3,0,2,1,0,1,3,8,0,"Sheffield Utd","Crystal Palace",NA,25
"4748","2/1/20",6665,"Chris Basham",6,"eng ENG","CB",90,3,1,3,0,0,2,4,50,2,19,5,26.3,15,3,1,2,1,0,1,2,8,0,"Sheffield Utd","Crystal Palace",NA,25
"4749","2/1/20",6666,"Dean Henderson",1,"eng ENG","GK",90,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,"Sheffield Utd","Crystal Palace",NA,25
"4750","2/1/20",6667,"Joelinton",9,"br BRA","FW",90,1,1,0,0,1,1,3,33.3,2,28,9,32.1,3,12,13,1,0,0,1,0,2,0,"Newcastle Utd","Norwich City",NA,25
"4751","2/1/20",6668,"Allan Saint-Maximin",10,"fr FRA","LW",78,1,0,1,0,0,1,2,50,1,11,2,18.2,3,3,5,1,1,0,0,0,0,0,"Newcastle Utd","Norwich City",NA,25
"4752","2/1/20",6669,"Danny Rose",28,"eng ENG","LW",12,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,"Newcastle Utd","Norwich City",NA,25
"4753","2/1/20",6670,"Miguel Almiron",24,"py PAR","RW",90,2,1,2,0,0,0,1,0,1,15,5,33.3,4,6,5,1,0,0,1,0,2,0,"Newcastle Utd","Norwich City",NA,25
"4754","2/1/20",6671,"Nabil Bentaleb",42,"dz ALG","CM",90,1,1,1,0,0,0,0,NA,0,18,4,22.2,7,8,3,1,0,0,1,5,2,0,"Newcastle Utd","Norwich City",NA,25
